,id_AS14.01,id_AS14.02,id_AS14.03,id_AS14.05,id_AS14.06,id_AS14.07,id_AS14.08,id_AS14.09,id_AS14.12,id_AS14.13,id_AS14.14,id_AS14.15,id_AS14.16,id_AS14.17,id_AS14.19,id_AS14.20,id_AS14.23,id_AS14.24,id_AS14.25,id_AS14.26,id_AS14.27,id_AS14.28,id_AS14.29,id_AS14.30,id_AS14.31,id_AS14.32,id_AS14.33,mood,circumplex.arousal,circumplex.valence,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,asleep,active,missing_hour,prev_mood,"sin(1,freq=W-SUN)","cos(1,freq=W-SUN)","sin(2,freq=W-SUN)","cos(2,freq=W-SUN)","sin(3,freq=W-SUN)","cos(3,freq=W-SUN)",day,dayofweek,is_weekend,dayofyear,quarter
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,-0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,24.0,0.0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,26,2,0,57,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.25,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,27,3,0,58,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0.2,0.2,3.0831523917559385,230.0190061272061,763.079384494672,349.7113,12.334933333333336,0.0,117.2435,193.873,1214.0285176767677,314.31275000000005,0.0,197.6257857142857,0.0,4.0,3566.876103377776,0.0,7.0,2.0,1.0,6.333333333333333,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587338,-0.9749279121818235,-0.2225209339563148,21,4,0,80,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0.6,0.5,3.79008350783933,138.33868712121213,882.7797412337663,46.662,7.025333333333333,0.0,0.0,98.14300000000001,205.97025000000002,37.305,0.0,117.62100000000001,0.0,2.0,656.2672643163173,1.0,1.0,2.0,8.0,6.2,-0.9749279121818235,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,22,5,1,81,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0.2,0.8,2.141116737075955,145.12477074314572,746.9574269730269,49.187,10.850750000000001,0.0,0.0,72.82300000000001,369.8855666666667,0.0,0.0,30.086,30.386,0.0,974.9887536938242,0.0,1.0,0.0,9.0,6.4,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,23,6,1,82,1
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.8,0.0,1.8950653467743512,84.61129786159786,698.8551930194806,144.7452857142857,11.368666666666666,0.0,3.01,66.55799999999999,622.2992321428572,83.961,0.0,178.732,0.0,4.0,1313.1190813242347,0.0,10.0,0.0,0.0,6.8,0.0,1.0,0.0,1.0,0.0,1.0,24,0,0,83,1
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0.5,0.5,2.360978697372162,172.88017670940172,931.2044086734215,68.206,10.763499999999999,0.0,0.0,125.1565,700.4523611111113,0.0,108.26125,44.578599999999994,0.0,0.0,4218.026800725975,1.0,7.0,1.0,0.0,6.0,0.7818314824680297,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,25,1,0,84,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,-0.2,0.6,2.4313997200818225,146.03986518379278,893.7995339377289,588.2636666666667,17.443666666666665,0.0,0.0,97.49799999999999,1504.7173174603174,0.0,0.0,33.365,0.0,0.0,2389.56861464347,0.0,8.0,1.0,0.0,6.75,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,26,2,0,85,1
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.2,0.8,3.509234101320145,114.53770469824293,1403.5172899372428,268.8555,14.072999999999999,0.0,28.429444444444446,58.532000000000004,693.608,23.657,0.0,50.243500000000004,0.0,1.0,1468.813361626012,1.0,9.0,3.0,2.0,6.6,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,27,3,0,86,1
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,-0.6,0.6,2.2967525192908838,668.4634752200412,351.74033333333335,527.0721666666666,25.276666666666667,116.518,0.0,225.951,314.6188214285714,278.752,0.0,84.89291666666666,0.0,2.0,826.4623618162815,0.0,10.0,1.0,0.0,7.0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587338,-0.9749279121818235,-0.2225209339563148,28,4,0,87,1
